GeneName	Pvalue	Fvalue
Nck2	0.026531081	9.640659728
Nckap1	0.896100216	0.193028271
Nckap1l	0.010428029	16.31557813
Nckap5	0.307918862	1.677238252
Nckap5l	0.142892307	3.240483282
Ncoa1	0.157309917	3.011676863
Ncoa2	0.004552982	25.49721073
Ndc1	0.121357918	3.654823173
Ndrg2	0.29620429	1.743318581
Ndufb5	0.569187695	0.766991905
Necap2	0.190167623	2.590360466
Nedd1	0.425094739	1.17036501
Nek1	0.080831485	4.842295959
Nek7	0.835998761	0.283129356
Nelfb	0.260365658	1.971787241
Nelfe	0.301882787	1.710819079
Nemf	0.040775169	7.46990182
Neurl4	0.008720919	17.98798886
Nfam1	0.010648274	16.12962798
Nfat5	0.006507203	21.07146873
Nfatc2ip	0.320595569	1.609743453
Nfix	0.411091364	1.21974295
Nfrkb	0.309988074	1.665946869
Ngb	0.008459369	18.2880345
Ngly1	0.026023364	9.749607588
Ngrn	0.028952158	9.161145782
Nhej1	0.039382125	7.628733082
Nhlrc2	0.059425621	5.914033272
Nhp2l1	0.251539272	2.035261603
Nhsl2	0.032002443	8.636228489
Nifk	0.195020101	2.537248856
Nin	0.028321081	9.280194961
Nipbl	0.143092043	3.237081029
Nkap	0.059886785	5.885051649
Nktr	0.058076078	6.000814241
Nkx1.1	0.025852516	9.786987918
Nme1	0.514021253	0.902813495
Nme2	0.191298175	2.577808079
Nmi	0.313213279	1.64856497
Nmnat1	0.155767744	3.034636624
Nmt1	0.137682558	3.331803403
Nmt2	0.02483523	10.01748379
Nom1	0.095891763	4.313919611
Nono	0.018185981	11.97265052
Nop14	0.340248091	1.51244786
Nos1	0.004645823	25.22543661
Npat	0.024613999	10.06949111
Nr2c2	0.908676548	0.174096828
Nr3c1	0.105174315	4.046201748
Nr4a3	0.005658906	22.70907252
Nrbf2	0.248222805	2.059965653
Nrd1	0.433483102	1.141880068
Nrde2	0.110748862	3.901787334
Nrip1	0.480318845	0.996020952
Nsd1	0.264118841	1.945746999
Nsmce4a	0.724083145	0.46192181
Nsrp1	0.250261761	2.044720576
Nsun2	0.191593347	2.574548907
Nt5c	0.037466644	7.861411128
Ntan1	0.195266179	2.534607701
Nudc	0.020734545	11.11258664
Nudt8	0.995004292	0.021634868
Numbl	0.725123589	0.460142988
Nup107	0.217536082	2.314238801
Nup133	0.397576845	1.269727222
Nup153	0.560742039	0.786609608
Nup155	0.00640495	21.25146648
Nup160	0.115410488	3.789103794
Nup188	0.000511321	79.18350255
Nup210	0.126596891	3.544418179
Nup210l	0.114737263	3.804954414
Nup98	0.040664052	7.482271263
Nvl	0.005477934	23.10680936
Oas3	0.154334988	3.056272354
Obscn	0.005073162	24.07222621
Odf2	0.342599057	1.501355275
Ofd1	0.001879207	40.55777103
Ogfod1	0.040131995	7.542208404
Ogfr	0.182053334	2.683816695
Ogt	0.493099353	0.959638865
Olfm3	0.722959416	0.463846111
Olfr281	0.033373386	8.424078302
Olfr775	0.123117861	3.616954259
Olfr901	0.972232965	0.071386296
Opa1	0.002797045	32.96208454
Ophn1	0.207456927	2.409633947
Osbpl11	0.04825143	6.738371071
Osbpl3	0.006586205	20.93527813
Osbpl7	0.110705003	3.902881013
Osbpl8	0.075046009	5.086257489
Oser1	0.075716295	5.056572282
Ostm1	0.53262752	0.854882045
Otoa	0.131795869	3.441389039
Otud4	0.068838763	5.381378175
Otud7b	0.030268611	8.924886403
P2rx3	0.088087585	4.570868817
P2rx7	0.249667915	2.049141774
Pabpc1	0.013679106	14.04586912
Pabpn1	0.009886586	16.7988352
Pacrgl	0.098192547	4.244053752
Pacs2	0.001396316	47.30106078
Paf1	0.065724858	5.544890969
PAGR1	0.20689802	2.415124018
Pak1ip1	0.939759818	0.12615924
Pak4	0.438522858	1.125139212
Palb2	0.097428244	4.266989189
Palm	0.281279394	1.833264724
Pan3	0.753211922	0.413103179
Pank2	0.289143345	1.785024398
Panx1	0.028760342	9.196916248
Parg	0.059882714	5.885306068
Parn	0.061596042	5.78048128
Parp10	0.191959923	2.57051167
Parp2	0.604967708	0.687951159
Parp4	0.00604516	21.92071075
Paxbp1	0.011499791	15.46166073
Pbrm1	0.187817766	2.616808044
Pbx2	0.015855381	12.93430215
Pbxip1	0.075747577	5.055196475
Pccb	0.033933357	8.341141002
Pcdha9	0.163382756	2.924419936
Pcf11	0.129835048	3.479524325
Pcid2	0.477415989	1.004472597
Pclo	0.007736161	19.19547314
Pcnp	0.023352285	10.38007568
Pcnt	0.28985596	1.780747964
Pcnxl3	0.208489463	2.399548811
Pdcd5	0.698500943	0.506562562
Pde12	0.299365446	1.725115251
Pde4c	0.028724172	9.203701578
Pde7a	0.64683921	0.602769804
Pdlim7	0.181922634	2.685372436
Pdpk1	0.167411669	2.869145671
Pds5b	0.219648335	2.295072247
Pebp1	0.002828701	32.76835209
Pecam1	0.021855183	10.78292179
Peg3	0.223365874	2.261992272
Per1	0.241618975	2.110635525
Perm1	0.11780672	3.733786774
Pex19	0.021572929	10.86353025
Pfas	0.058685415	5.961261744
Pfkfb2	0.140798287	3.276583681
Pfkm	0.916274756	0.162568598
Pgam1	0.093934446	4.375356496
Pgm1	0.009535685	17.13377026
Pgm2	0.163104893	2.928306658
Pgm2l1	0.107750187	3.978085817
Pgm3	0.832150126	0.288962503
Pgrmc1	0.011589144	15.39586796
Pgrmc2	0.019628344	11.46529654
Phactr1	0.030198813	8.937024035
Phc1	0.056798847	6.085771292
Phf1	0.068389791	5.404264922
Phf12	0.001077001	54.07491493
Phf20l1	0.613368828	0.670270956
Phf3	0.986259617	0.043427329
Phf8	0.532500838	0.855200642
Phip	0.530507953	0.860226179
Phldb1	0.125001436	3.577308992
Phldb3	0.600131016	0.698274227
Phtf1	0.068040707	5.422215655
Pi4k2a	0.386762151	1.311511954
Pias1	0.090166526	4.499184715
Pid1	0.001013606	55.78836043
Pigb	0.036156315	8.031107628
Pik3ap1	0.600825346	0.696785696
Pik3c2b	0.211209813	2.373328417
Pik3cd	0.029833252	9.001287567
Pik3cg	0.127824952	3.519519167
Pik3r1	0.190607644	2.585461851
Pik3r5	0.182051057	2.683843793
Pip5k1c	0.005159573	23.85662434
Pisd	0.085244557	4.673096244
Pitpnm2	0.371642518	1.372827986
Pitx2	0.344247923	1.493641068
Pja1	0.548297311	0.816247759
Pja2	0.030794683	8.834734001
Pkdrej	0.083142099	4.752031143
Pla2g4a	0.033181738	8.452943749
Pla2g4f	0.483021466	0.988216022
Pla2g6	0.074163966	5.125930444
Plcb3	0.12192766	3.642474812
Plce1	0.757167529	0.406621346
Plcl1	0.020599689	11.15406022
Plcl2	0.811461738	0.320592373
Plekha2	0.025261174	9.919281787
Plekha7	0.486097871	0.979405269
Plekhg1	0.039895963	7.56918038
Plekhm1	0.005859322	22.29028224
Plekho2	0.040949581	7.450587874
Plin1	0.019479217	11.51512872
Plxna1	0.00049635	80.39213549
Plxnc1	0.005821407	22.367847
Pnkp	0.179043349	2.720071012
Poc1a	0.43545988	1.135280994
Poc5	0.017587794	12.20114166
Pogz	0.509722196	0.914227023
Pold3	0.004070927	27.05468989
Poll	0.78288657	0.365236598
Polm	0.046431443	6.900082626
Polr1d	0.313721459	1.645849987
Polr2a	0.406777417	1.235440179
Pom121	0.476384803	1.007492157
Popdc3	0.001209679	50.93528146
Pou2f1	0.309324364	1.669556624
Ppapdc2	0.02774363	9.392664344
Ppfibp1	0.578958807	0.744772064
Ppia	0.784880244	0.362079574
Ppil4	0.571776876	0.761055099
Ppip5k2	0.836221753	0.282791806
Ppm1j	0.002171813	37.61777951
Ppm1m	0.144175577	3.218746818
Ppme1	0.791313253	0.35193856
Ppp1ca	0.024342064	10.13438583
Ppp1cb	0.30305325	1.704231112
Ppp1r10	0.788895211	0.355742304
Ppp1r11	0.000188538	131.4092187
Ppp1r13b	0.37477844	1.359818615
Ppp1r17	0.105913603	4.026399394
Ppp1r1b	0.846990423	0.266540957
Ppp1r2	0.026850943	9.573613481
Ppp1r26	0.048077916	6.753392047
Ppp1r35	0.17390453	2.784104604
Ppp1r37	0.176940619	2.745938818
Ppp1r3f	0.100235914	4.184023369
Ppp1r8	0.304078551	1.69849066
Ppp1r9b	0.01824412	11.95104379
Ppp2r5c	0.435694132	1.134501803
Ppp4r1	0.047582503	6.796729971
Ppp4r2	0.100943463	4.163660987
Ppp6r1	0.130307398	3.470259638
Ppp6r3	0.022208649	10.68414944
Ppwd1	0.001076493	54.08804344
Prdx6	0.28130922	1.833078037
Prkab1	0.00697705	20.29589162
Prkaca	0.061520711	5.784998172
Prkacb	0.260614691	1.970042349
Prkcb	0.014312525	13.69631767
Prkcd	0.087855059	4.579043785
Prkch	0.047866353	6.771817058
Prkdc	0.378157216	1.345976066
Prkrir	0.025991699	9.75650797
Prkx	0.038447743	7.740065194
Prpf3	0.040226615	7.531462607
Prpf38a	0.083876878	4.724108617
Prpf38b	0.611616327	0.673933326
Prpf40b	0.137473113	3.335582076
Prpf6	0.017951491	12.06085829
Prpsap1	0.510134343	0.913127094
Prpsap2	0.119151327	3.703475841
Prr12	0.745546157	0.425760804
Prr14	0.414674115	1.206883911
Prr14l	0.906086198	0.178009139
Psen2	0.069082637	5.369039817
Psip1	0.371549819	1.373214953
Psma1	0.253724422	2.019245104
Psma3	0.129087388	3.494292078
Psma6	0.042546076	7.279344162
Psmb10	0.286690338	1.799863818
Psmb5	0.206105449	2.422947081
Psmd1	0.128210184	3.511781893
Psmd10	0.445387674	1.102768823
Psmd11	0.969687127	0.076034259
Psmd2	0.024482423	10.10075564
Psmd3	0.052292045	6.4099681
Psmd9	0.190441757	2.587306642
Psme1	0.081828491	4.802880525
Psmf1	0.127450565	3.527071995
Pspc1	0.062986077	5.69859023
Pstpip1	0.159057803	2.986055684
Ptbp3	0.177844186	2.734767514
Ptdss1	0.998727547	0.008576371
Ptges3	0.727534554	0.456031493
Ptgfrn	0.090681287	4.481815525
Pth	0.875904875	0.22323526
Ptk2	0.078523261	4.936402625
Ptk2b	0.000734137	65.82558783
Ptms	0.598013195	0.702828323
ptplad1	0.078509833	4.936962189
Ptpn1	0.879061212	0.218520201
Ptpn11	0.085308416	4.670744307
Ptpn21	0.180466984	2.702811973
Ptpn6	0.044618676	7.070873272
Ptprcap	0.552513575	0.80610613
Ptprn2	0.27154207	1.895810232
Puf60	0.247883196	2.0625228
Pum1	0.003808329	28.0249568
Pura	0.789438804	0.35488636
Purb	0.035862178	8.070471364
Pus1	0.616914413	0.662902199
Pus10	0.004345475	26.13583219
Pus7l	0.322369812	1.600606824
Pwp1	0.056767738	6.087876237
Pycard	0.000697126	67.59117623
Pygo2	0.043392425	7.192414658
Pyhin1	0.100200224	4.185056166
Qars	0.224599199	2.251196826
Qser1	0.665628452	0.566749648
R3hdm2	0.439181687	1.122970869
Rab11a	0.260467996	1.971069894
Rab12	0.356283265	1.438910939
Rab23	0.107998813	3.971639804
Rab27a	0.122338631	3.633620845
Rab3gap1	0.057686933	6.026400494
Rab3il1	0.737481263	0.439220034
Rab3ip	0.408950534	1.227503276
Rab44	0.376717011	1.351854601
Rabep1	0.01013988	16.56794544
Rabep2	0.005995716	22.01735864
Rabgap1	0.149132923	3.137409221
Rabgap1l	0.028422023	9.260886919
Rabl6	0.09600107	4.31054392
Rad18	0.15932652	2.982153834
Rad21	0.083492215	4.738680488
Rad23a	0.034955251	8.194951651
Rad51ap1	0.046879951	6.859359898
Rad52	0.343374313	1.497721556
Raf1	0.006150044	21.71956521
Rai1	0.440200505	1.119626768
Ralgapa2	0.057090514	6.066120236
Ralyl	0.005940717	22.1262812
Rapgef1	0.534671875	0.849754854
Rapgef2	0.111340796	3.887089662
Rarg	0.346444006	1.483449494
Rasip1	0.010706701	16.08126398
Raver2	0.19511565	2.536222743
Rb1cc1	0.043523805	7.179147962
Rbbp8	0.03323239	8.44529039
Rbck1	0.473625651	1.015616683
Rbm10	0.132025186	3.436984322
Rbm15b	0.394713982	1.280628529
Rbm17	0.298485001	1.730156909
Rbm25	0.007633843	19.33416452
Rbm26	0.765703019	0.392744971
Rbm27	0.636434087	0.623275471
Rbm33	0.738053006	0.438260911
Rbm34	0.344627416	1.491873191
Rbm45	0.000692331	67.8302544
Rbm5	0.700124653	0.503675301
Rbm6	0.105030099	4.050088898
Rbms1	0.700863361	0.502364254
Rcc2	0.309982154	1.66597902
Rcor3	0.383129932	1.325923809
Rdx	0.064550822	5.609582021
Recql	0.212795631	2.358272654
Recql5	0.686314977	0.528480016
Reep4	0.047617258	6.793667667
Rel	0.041424384	7.39862805
Relt	0.295915987	1.744992887
Rest	0.056672957	6.094299911
Rexo1	0.092893036	4.408829757
Rfc2	0.483347878	0.987277487
Rffl	0.115466392	3.78779378
Rfx1	0.05772954	6.023586461
Rfxap	0.127351207	3.529081968
Rgs12	0.867754148	0.23541415
Rgs18	0.110880797	3.898501261
Rgs3	0.065244494	5.571149184
Rgs5	0.291578465	1.770474388
Rhobtb3	0.312146544	1.654285023
Rhog	0.711483648	0.483685615
Ric1	0.253233155	2.022828215
Rif1	0.584188148	0.733082712
Rin3	0.038602754	7.721316594
Ring1	0.148395749	3.149247961
Riok1	0.021384388	10.91826164
Ripk1	0.007254206	19.87414813
Ripk3	0.780051109	0.369738534
Rlf	0.599529222	0.699566184
Rltpr	0.281933922	1.829174543
Rmdn3	0.095985305	4.31103044
Rnaseh2b	0.420392555	1.18668421
Rnf126	0.760082227	0.401866155
Rnf139	0.025176059	9.938705924
Rnf168	0.139757496	3.294825491
Rnf169	0.915403068	0.163895641
Rnf19a	0.196744022	2.518849108
Rnf213	0.054372496	6.25531447
Rnf214	0.45758311	1.064203167
Rnf6	0.279334487	1.845501327
Rnpc3	0.094574961	4.355042881
Rnps1	0.320279917	1.611376651
Rock1	0.285760179	1.805539512
Rock2	0.002141775	37.89156947
Ros1	0.766330106	0.391731272
Rp1	0.106989071	3.997957684
Rpia	0.101479229	4.148383531
Rpl17	0.022058714	10.72575752
Rpl22l1	0.129813775	3.479942761
Rps6ka1	0.020947998	11.04776141
Rps6ka4	0.191938165	2.570750977
Rps6kc1	0.109180234	3.941309616
Rrad	0.271461483	1.89634156
Rras	0.007519281	19.49279883
Rreb1	0.751810423	0.415407735
Rrm1	0.022140996	10.70287138
Rrm2	0.002094819	38.33130529
Rrp12	0.053313415	6.332914113
Rrp15	0.039031466	7.670046029
Rrp7a	0.021649354	10.84154865
Rrp8	0.403881539	1.246111468
Rrp9	0.011817331	15.23124497
Rsrc1	0.09727839	4.271517571
Rsrp1	0.025813308	9.795618633
Rtn4	0.050099958	6.583212299
Rtn4rl2	0.059152058	5.931384768
Rufy3	0.047082403	6.841168559
Runx1	0.001045508	54.90662533
Runx2	0.149597507	3.129992823
Runx3	0.012767417	14.59392419
Rusc1	0.1309636	3.457471592
Ruvbl2	0.083293521	4.746246797
Ryr2	0.008180954	18.62310466
S1pr4	0.0815082	4.815464236
Sacs	0.188302553	2.611311747
Safb	0.078177304	4.950864168
Samd1	0.88012637	0.216928909
Samd15	0.002909278	32.2895751
Samd4b	0.344319308	1.493308301
Sap130	0.671548488	0.555654964
Sardh	0.166469847	2.8818887
Sarnp	0.01813115	11.99312291
Sart1	0.243027395	2.099659031
Saysd1	0.210628947	2.378885072
Sbf1	0.180279765	2.705070112
Scaf4	0.577666597	0.747682039
Scaf8	0.393456785	1.285451593
Scamp3	0.142931707	3.239811592
Scfd1	0.059453126	5.91229532
Scn3a	0.014731199	13.4777489
Scn5a	0.147122392	3.169905095
Scnm1	0.089745071	4.51351621
Scyl2	0.025098884	9.956403353
Sdccag8	0.031012582	8.798065902
Sde2	0.074300808	5.119729344
Sec24b	0.157476855	3.009211562
Sec62	0.106660956	4.006589584
Secisbp2	0.38457889	1.320151219
Seh1l	0.066726669	5.491041654
Sel1l2	0.695551884	0.511826151
Selo	0.048154416	6.746759477
Sema3f	0.601181674	0.696022649
Sema4f	0.112678991	3.854288004
Senp6	0.50157476	0.936225308
Senp7	0.116825759	3.756227623
Sephs1	0.456421209	1.067814791
Serpinb3d	0.012608117	14.69573592
Set	0.047684885	6.787718493
Setd1b	0.031881629	8.655576785
Setd2	0.191425802	2.576397957
Setd5	0.878537713	0.219302249
Setdb1	0.332468678	1.549961282
Sf1	0.209087365	2.393742627
Sf3a1	0.077568731	4.976536982
Sf3b1	0.444552467	1.105464408
Sfpq	0.004398101	25.96960279
Sfswap	0.090981094	4.471767118
Sgcd	0.275746348	1.868407685
Sgce	0.783162077	0.364799918
Sgpp1	0.004257988	26.41896625
Sh2d3c	0.760844004	0.400626235
Sh3bp5l	0.026565019	9.633488728
Sh3d19	0.474866952	1.011953426
Sh3gl1	0.069948041	5.325776839
Sh3pxd2a	0.953213034	0.104399609
Sh3rf1	0.034595637	8.245658675
Shank3	0.079853667	4.881665161
Sharpin	0.499028894	0.943200517
Shf	0.515807983	0.898108401
Shisa6	0.635247213	0.625640993
Shkbp1	0.00908246	17.59476799
Shpk	0.526748233	0.869777539
Shprh	0.002633014	34.02126141
Shq1	0.049507799	6.6319706
Shroom3	0.947567156	0.11364391
Sik1	0.011179643	15.70383396
Simc1	0.159114362	2.985233623
Sirt1	0.256060516	2.002345219
Sirt5	0.197454063	2.511340005
Skap2	0.223792559	2.258247498
Skiv2l2	0.231509927	2.192286459
Slain1	0.011930778	15.15116284
Slain2	0.086226232	4.637229088
Slamf6	0.623808241	0.64872816
Slc12a6	0.240236965	2.121498247
Slc17a5	0.018542194	11.84186751
Slc19a1	0.1081507	3.967712779
Slc22a5	0.240538647	2.119119151
Slc25a12	0.03058145	8.870995472
Slc26a11	0.130447669	3.467517994
Slc27a4	0.1047405	4.05791879
Slc2a1	0.09846392	4.235974323
Slc2a3	0.032805535	8.510339367
Slc2a9	0.02586019	9.785301106
Slc30a1	0.336275806	1.531445332
Slc33a1	0.136411932	3.354859803
Slc35c2	0.063626293	5.661776801
Slc38a10	0.318345637	1.621436152
Slc4a1ap	0.743250633	0.429576547
Slc4a2	0.030152042	8.945180936
Slc6a20a	0.091648456	4.449576144
Slc9a2	0.059876424	5.885699117
Slc9a6	0.061755454	5.770950075
Slc9b2	0.243858701	2.093224161
Slfn5	0.02928061	9.100711934
Slx4	0.888372033	0.204603345
Smap2	0.003703629	28.44028323
Smarca5	0.789117206	0.355392691
Smarcc1	0.008281967	18.49958493
Smarcd2	0.340786579	1.509897312
Smarce1	0.096722225	4.28841563
Smc4	0.591584757	0.716781282
Smc5	0.414392235	1.207889872
Smc6	0.00044072	85.41059273
Smchd1	0.115163746	3.794897115
Smcr8	0.044339509	7.0981001
Smek1	0.062640649	5.718686306
Smg6	0.793124417	0.349095689
Smim13	0.044390445	7.093113312
Smox	0.437314764	1.129127305
Smpd4	0.007063665	20.16142885
Smurf1	0.172208459	2.805858932
Snai1	0.199491689	2.490011144
Snapc4	0.025607668	9.841209135
Sned1	0.521316085	0.88374302
Snrnp200	0.089695802	4.515198141
Snrnp70	0.165461323	2.895653514
Sntb1	0.200299131	2.481648291
Sntb2	0.000833488	61.68204852
Snw1	0.487660778	0.974958779
Snx11	0.066988328	5.477175714
Snx15	0.011969066	15.12439235
Snx16	0.062616483	5.720098425
Snx19	0.712771431	0.481441857
Snx25	0.077901765	4.962450718
Socs6	0.066262374	5.515846999
Sorbs1	0.123837356	3.601704343
Sox6	0.010759203	16.03814021
Sp1	0.187279139	2.622939482
Sp4	0.693889946	0.514803699
Spata6	0.133987667	3.399749657
Spatc1l	0.623078751	0.650218589
Spats1	0.249758358	2.048467426
Spdl1	0.124405298	3.589759623
Specc1	0.289200774	1.784679197
Specc1l	0.030862005	8.823363735
Spef2	0.146062289	3.187306714
Speg	0.031072508	8.788049114
Spg7	0.00502577	24.19282476
Sphkap	0.001737374	42.2432969
Spice1	0.026048287	9.744185469
Spin1	0.369553525	1.381582297
Sprr2a	0.101609733	4.144680442
Spry1	0.038841825	7.692621027
Sptan1	0.063688296	5.658240964
Srcap	0.714365393	0.478670821
Srek1	0.474701783	1.012440092
Srgap2	0.01397917	13.87731958
Srp14	0.000853558	60.93412395
Srsf1	0.320701478	1.609195997
Srsf10	0.434188381	1.139520754
Srsf11	0.051803904	6.44759492
Srsf3	0.246351002	2.074124204
Ssbp3	0.028741535	9.20044281
Ssbp4	0.058869273	5.949447909
Ssfa2	0.255848439	2.003870061
Ssh1	0.015447083	13.12481007
Ssh2	0.037942299	7.801993408
Ssr3	0.108155496	3.967588912
Stac	0.187574766	2.61957099
Stag1	0.147171237	3.169107791
Stag2	0.281403159	1.832490242
Stambpl1	0.004877803	24.58060016
Stap1	0.029209119	9.113779218
Stat1	0.003440072	29.56846367
Stat5a	0.003303727	30.20439254
Stat5b	0.001303262	49.0153971
Stip1	0.168000625	2.861230971
Stk11ip	0.289969522	1.780067891
Stk17b	0.292564454	1.764633521
Stk24	0.302670154	1.706383271
Stk26	0.082537679	4.77527779
Stk38	0.040730528	7.474865158
Stk39	0.026858276	9.572090343
Strip1	0.032476475	8.561357034
Strn3	0.001828431	41.13860576
Strn4	0.012097807	15.03531287
Stt3b	0.293658387	1.758186827
Stub1	0.009319519	17.34944891
Stx1a	0.554916842	0.800371809
Stx4	0.940169799	0.125508625
Suclg2	0.231920617	2.188867352
Suco	0.019885938	11.38054275
Suds3	0.003134395	31.05122706
Sufu	0.14609966	3.186690069
Sugp1	0.888052585	0.205081208
Sumo2	0.417219293	1.197844693
Supt20h	0.063032582	5.695897286
Supt3	0.125729706	3.562218322
Supt5h	0.34498694	1.490200943
Supt6h	0.455080146	1.071999422
Supt7l	0.020012638	11.33945679
Surf6	0.017896298	12.08187173
Suv420h2	0.05775269	6.022058873
Suz12	0.020335584	11.23647423
Syap1	0.015979159	12.87799522
Syde1	0.691592991	0.518932466
Syk	0.572966306	0.758339758
Syne1	0.007396206	19.6673101
Synpo	0.028677626	9.212452016
Syt6	0.083659855	4.73231759
Syt7	0.048871641	6.685334266
Sytl2	0.353406109	1.451748834
Szrd1	0.170436976	2.828922829
Szt2	0.025844949	9.788652115
Tab3	0.06116818	5.806246627
Tada3	0.744612121	0.427311971
Taf12	0.004127111	26.8592152
Taf1c	0.384946428	1.31869193
Taf2	0.665409462	0.567162325
Taf4a	0.071227508	5.263260389
Taf7	0.049996529	6.591666281
Taf9	0.01759274	12.19920495
Tagln2	0.181600008	2.689219787
Taldo1	0.604915142	0.688062778
Tanc1	0.027465808	9.448033768
Tango6	0.547985692	0.817001479
Tank	0.48708003	0.9766087
Taok2	0.612500152	0.672084633
Taok3	0.697388052	0.508545907
Tarbp2	0.022408003	10.62947502
Tatdn2	0.474251105	1.013769205
Tax1bp1	0.712858932	0.481289564
Tbc1d10a	0.231232033	2.194605088
Tbc1d12	0.841146503	0.275348228
Tbc1d15	0.007576977	19.41245685
Tbc1d22a	0.954429171	0.102382906
Tbc1d22b	0.577795068	0.747392346
Tbc1d25	0.978065555	0.060335183
Tbc1d4	0.119048395	3.705778146
Tbcel	0.208138652	2.402967001
Tbl1xr1	0.023311232	10.39060273
Tbr1	0.394226414	1.2824964
Tceb2	0.017192727	12.35853841
Tcf3	0.06850319	5.398463154
Tcf7l2	0.178804236	2.722989821
Tcp11l2	0.130257575	3.471234512
Tdp1	0.145256896	3.200653392
Tdpoz3	0.020415625	11.21132894
Tdrd3	0.578150418	0.7465915
Tdrp	0.038086439	7.784207548
Telo2	0.01194648	15.14016863
Tenm2	0.04227757	7.307465812
Terf2ip	0.058001568	6.005693393
Tespa1	0.461780563	1.051262513
Tet3	0.399322314	1.263135775
Tex264	0.209515656	2.389598595
Tex29	0.52416914	0.876383479
Tfe3	0.4204723	1.186405289
Tfip11	0.027119884	9.518160228
Tfpt	0.027202255	9.501340501
Tfrc	0.586419437	0.728136806
Tgs1	0.009367012	17.30142362
Thada	0.161989665	2.9440059
Thegl	0.166579017	2.880406131
Thoc5	0.505878691	0.924543754
Thsd7a	0.940924533	0.124309145
Thumpd1	0.383668472	1.323774631
Thumpd2	0.023684736	10.29583805
Tial1	0.002483144	35.07937735
Ticam1	0.022385288	10.63566793
Tinf2	0.017517147	12.22889694
Tjap1	0.507763297	0.919471666
Tjp2	0.266895568	1.926829008
Tlk2	0.045393639	6.996610523
Tlr8	0.46854546	1.030750088
Tmcc3	0.105996275	4.024197774
Tmem123	0.30454649	1.695880152
Tmem132d	0.046205349	6.920835184
Tmem154	0.12864986	3.502993356
Tmem201	0.664024317	0.569776363
Tmem230	0.971006174	0.073637657
Tmem259	0.403353445	1.248069288
Tmem55a	0.351791856	1.459018068
Tmem63a	0.202967037	2.454367414
Tmem71	0.062971674	5.699424862
Tmem9b	0.042457057	7.288638024
Tmod3	0.002482711	35.08256782
Tmprss7	0.805338051	0.330056919
Tmsb10	0.008161371	18.64731542
Tmub1	0.180095072	2.7073012
Tmx1	0.000617744	71.89997542
Tmx3	0.021629837	10.84715124
Tmx4	0.204905933	2.434871953
Tnfaip3	0.067214785	5.465240486
Tnfrsf14	0.520560825	0.885700454
Tnip1	0.444951475	1.10417574
Tnk2	0.362401287	1.412104012
Tnrc18	0.066633775	5.495983895
Tnrc6c	0.298025048	1.732799377
Tns1	0.010173242	16.53817861
Tns4	0.521372671	0.883596519
Tob2	0.031933912	8.647190222
Tomm40	0.013012051	14.44122663
Tonsl	0.008185036	18.618069
Tox4	0.429031259	1.156899092
Tpcn1	0.065179618	5.574717669
Tpm3	0.162674142	2.934351442
Tprgl	0.000699992	67.4494667
Tprn	0.319599362	1.614905861
Tra2a	0.461198093	1.053048366
Tra2b	0.106439948	4.012426136
Traf3ip1	0.126077316	3.555061237
Traf3ip3	0.213781801	2.348993363
Traf7	0.993102325	0.026973928
Trak2	0.604294441	0.689381724
Trappc10	0.120951266	3.663689792
Trappc9	0.057394159	6.045821182
Trat1	0.530516197	0.860205337
Trerf1	0.240644983	2.118281621
Trex1	0.218622637	2.304345234
Trhde	0.272183917	1.891586675
Trim25	0.025760931	9.807178939
Trim29	0.29957309	1.723929384
Trim30a	0.028348061	9.275024062
Trim56	0.017200062	12.35556683
Trim65	0.599461241	0.699712235
Trim68	0.026952013	9.552676379
Trio	0.589217034	0.721970355
Triobp	0.001447671	46.42656713
Trip4	0.251194216	2.037809489
Trmt1	0.006056673	21.89837581
Trmt10a	0.014926635	13.37888262
Trmt5	0.146474019	3.180525896
Trmt6	0.169345327	2.843313677
Trmt61a	0.324091298	1.59181158
Trp53bp1	0.281125273	1.834229865
Trp53bp2	0.33066279	1.5588523
Trp53i11	0.006106616	21.80222269
Trpc2	0.544649403	0.825107379
Tsc1	0.004897813	24.52713537
Tsc2	0.030437604	8.895671774
Tspyl1	0.258553932	1.984555691
Tssc4	0.276942595	1.8607226
Ttc14	0.08943856	4.524002337
Ttc29	0.465759103	1.039148252
Ttc3	0.05029908	6.567009933
Ttc33	0.712998166	0.481047272
Ttc7	0.010576369	16.18969783
Ttc7b	0.812093307	0.319619125
Ttf1	0.901529888	0.184872962
Ttn	0.02580365	9.797747683
Tulp3	0.494192637	0.95658746
Tut1	0.027177655	9.506355787
Twf1	0.000507219	79.50934676
Txlng	0.039564637	7.607447675
Txn2	0.794848254	0.346394748
Txnl1	0.236035794	2.155093542
U2af2	0.035557419	8.111770126
U2surp	0.748079248	0.421563892
Uaca	0.10128343	4.153952798
Uba2	0.021359668	10.92549124
Uba52	0.08092115	4.838721507
Ubac2	0.007759663	19.16400344
Ubash3b	0.556761202	0.795993611
Ube3a	0.067096325	5.471476322
Ube3b	0.483605399	0.986537659
Ubn1	0.250632491	2.041968297
Ubn2	0.333845204	1.543231157
Ubr5	0.803472672	0.332950367
Ubxn2b	0.019998372	11.34406344
Ubxn7	0.031222369	8.763125658
Uevld	0.019064973	11.65660465
Ufl1	0.072798924	5.188738992
Uhrf1bp1l	0.052752781	6.374932915
